job_run_at,station_id_from,station_id_to,duration_in_seconds
2026-08-19 21:41:06.804167+00:00,7,86,723.44
2026-08-19 21:41:06.804167+00:00,7,87,1148.59
2026-08-19 21:41:06.804167+00:00,8,2,721.57
2026-08-19 21:41:06.804167+00:00,8,3,498.29
2026-08-19 21:41:06.804167+00:00,8,4,530.01
2026-08-19 21:41:06.804167+00:00,8,5,1140.55
2026-08-19 21:41:06.804167+00:00,8,6,859.42
2026-08-19 21:41:06.804167+00:00,8,7,232.38
2026-08-19 21:41:06.804167+00:00,8,8,0.0
2026-08-19 21:41:06.804167+00:00,8,9,810.66
2026-08-19 21:41:06.804167+00:00,8,12,420.67
2026-08-19 21:41:06.804167+00:00,8,13,448.52
2026-08-19 21:41:06.804167+00:00,8,14,1201.57
2026-08-19 21:41:06.804167+00:00,8,17,671.78
2026-08-19 21:41:06.804167+00:00,8,21,1010.78
2026-08-19 21:41:06.804167+00:00,8,22,563.77
2026-08-19 21:41:06.804167+00:00,8,24,233.91
2026-08-19 21:41:06.804167+00:00,8,25,850.33
2026-08-19 21:41:06.804167+00:00,8,26,777.44
2026-08-19 21:41:06.804167+00:00,8,27,253.72
2026-08-19 21:41:06.804167+00:00,8,29,924.04
2026-08-19 21:41:06.804167+00:00,8,32,419.08
2026-08-19 21:41:06.804167+00:00,8,33,461.27
2026-08-19 21:41:06.804167+00:00,8,35,656.09
2026-08-19 21:41:06.804167+00:00,8,36,533.08
2026-08-19 21:41:06.804167+00:00,8,38,478.65
2026-08-19 21:41:06.804167+00:00,8,41,924.72
2026-08-19 21:41:06.804167+00:00,8,43,809.94
2026-08-19 21:41:06.804167+00:00,8,44,1180.94
2026-08-19 21:41:06.804167+00:00,8,45,343.41
2026-08-19 21:41:06.804167+00:00,8,46,621.38
2026-08-19 21:41:06.804167+00:00,8,48,970.59
2026-08-19 21:41:06.804167+00:00,8,49,1103.01
2026-08-19 21:41:06.804167+00:00,8,50,743.39
2026-08-19 21:41:06.804167+00:00,8,54,822.39
2026-08-19 21:41:06.804167+00:00,8,56,1108.14
2026-08-19 21:41:06.804167+00:00,8,57,501.88
2026-08-19 21:41:06.804167+00:00,8,58,1371.03
2026-08-19 21:41:06.804167+00:00,8,59,424.36
2026-08-19 21:41:06.804167+00:00,8,60,618.97
2026-08-19 21:41:06.804167+00:00,8,61,2520.58
2026-08-19 21:41:06.804167+00:00,8,63,498.53
2026-08-19 21:41:06.804167+00:00,8,64,491.98
2026-08-19 21:41:06.804167+00:00,8,65,925.3
2026-08-19 21:41:06.804167+00:00,8,66,825.85
2026-08-19 21:41:06.804167+00:00,8,68,2450.13
2026-08-19 21:41:06.804167+00:00,8,69,586.16
2026-08-19 21:41:06.804167+00:00,8,70,970.67
2026-08-19 21:41:06.804167+00:00,8,71,373.47
2026-08-19 21:41:06.804167+00:00,8,73,779.69
2026-08-19 21:41:06.804167+00:00,8,74,950.14
2026-08-19 21:41:06.804167+00:00,8,75,306.08
2026-08-19 21:41:06.804167+00:00,8,76,166.71
2026-08-19 21:41:06.804167+00:00,8,77,2605.82
2026-08-19 21:41:06.804167+00:00,8,79,713.99
2026-08-19 21:41:06.804167+00:00,8,80,1238.32
2026-08-19 21:41:06.804167+00:00,8,82,788.34
2026-08-19 21:41:06.804167+00:00,8,83,159.9
2026-08-19 21:41:06.804167+00:00,8,85,680.86
2026-08-19 21:41:06.804167+00:00,8,86,556.16
2026-08-19 21:41:06.804167+00:00,8,87,980.63
2026-08-19 21:41:06.804167+00:00,9,2,817.93
2026-08-19 21:41:06.804167+00:00,9,3,1350.68
2026-08-19 21:41:06.804167+00:00,9,4,1018.37
2026-08-19 21:41:06.804167+00:00,9,5,559.21
2026-08-19 21:41:06.804167+00:00,9,6,1572.72
2026-08-19 21:41:06.804167+00:00,9,7,885.23
2026-08-19 21:41:06.804167+00:00,9,8,774.36
2026-08-19 21:41:06.804167+00:00,9,9,0.0
2026-08-19 21:41:06.804167+00:00,9,12,497.93
2026-08-19 21:41:06.804167+00:00,9,13,688.14
2026-08-19 21:41:06.804167+00:00,9,14,599.4
2026-08-19 21:41:06.804167+00:00,9,17,575.03
2026-08-19 21:41:06.804167+00:00,9,21,1341.39
2026-08-19 21:41:06.804167+00:00,9,22,642.66
2026-08-19 21:41:06.804167+00:00,9,24,946.78
2026-08-19 21:41:06.804167+00:00,9,25,281.23
2026-08-19 21:41:06.804167+00:00,9,26,1116.01
2026-08-19 21:41:06.804167+00:00,9,27,520.67
2026-08-19 21:41:06.804167+00:00,9,29,855.88
2026-08-19 21:41:06.804167+00:00,9,32,1061.12
2026-08-19 21:41:06.804167+00:00,9,33,378.9
2026-08-19 21:41:06.804167+00:00,9,35,896.96
2026-08-19 21:41:06.804167+00:00,9,36,902.27
2026-08-19 21:41:06.804167+00:00,9,38,628.72
2026-08-19 21:41:06.804167+00:00,9,41,1308.25
2026-08-19 21:41:06.804167+00:00,9,43,481.37
2026-08-19 21:41:06.804167+00:00,9,44,407.0
2026-08-19 21:41:06.804167+00:00,9,45,584.28
2026-08-19 21:41:06.804167+00:00,9,46,1334.68
2026-08-19 21:41:06.804167+00:00,9,48,1683.89
2026-08-19 21:41:06.804167+00:00,9,49,1262.45
2026-08-19 21:41:06.804167+00:00,9,50,173.18
2026-08-19 21:41:06.804167+00:00,9,54,476.47
2026-08-19 21:41:06.804167+00:00,9,56,541.87
2026-08-19 21:41:06.804167+00:00,9,57,1214.46
2026-08-19 21:41:06.804167+00:00,9,58,768.86
2026-08-19 21:41:06.804167+00:00,9,59,1137.66
2026-08-19 21:41:06.804167+00:00,9,60,957.54
2026-08-19 21:41:06.804167+00:00,9,61,2252.9
2026-08-19 21:41:06.804167+00:00,9,63,837.1
2026-08-19 21:41:06.804167+00:00,9,64,338.91
2026-08-19 21:41:06.804167+00:00,9,65,323.13
2026-08-19 21:41:06.804167+00:00,9,66,257.28
2026-08-19 21:41:06.804167+00:00,9,68,1960.86
2026-08-19 21:41:06.804167+00:00,9,69,303.9
2026-08-19 21:41:06.804167+00:00,9,70,467.12
2026-08-19 21:41:06.804167+00:00,9,71,771.54
2026-08-19 21:41:06.804167+00:00,9,73,1492.99
2026-08-19 21:41:06.804167+00:00,9,74,798.09
2026-08-19 21:41:06.804167+00:00,9,75,799.55
2026-08-19 21:41:06.804167+00:00,9,76,669.93
2026-08-19 21:41:06.804167+00:00,9,77,2173.01
2026-08-19 21:41:06.804167+00:00,9,79,1362.91
2026-08-19 21:41:06.804167+00:00,9,80,1364.31
2026-08-19 21:41:06.804167+00:00,9,82,740.59
2026-08-19 21:41:06.804167+00:00,9,83,614.52
2026-08-19 21:41:06.804167+00:00,9,85,271.18
2026-08-19 21:41:06.804167+00:00,9,86,1019.14
2026-08-19 21:41:06.804167+00:00,9,87,1075.68
2026-08-19 21:41:06.804167+00:00,12,2,362.7
2026-08-19 21:41:06.804167+00:00,12,3,960.89
2026-08-19 21:41:06.804167+00:00,12,4,628.58
2026-08-19 21:41:06.804167+00:00,12,5,942.54
2026-08-19 21:41:06.804167+00:00,12,6,1184.96
2026-08-19 21:41:06.804167+00:00,12,7,496.61
2026-08-19 21:41:06.804167+00:00,12,8,414.28
2026-08-19 21:41:06.804167+00:00,12,9,472.57
2026-08-19 21:41:06.804167+00:00,12,12,0.0
2026-08-19 21:41:06.804167+00:00,12,13,691.68
2026-08-19 21:41:06.804167+00:00,12,14,1146.99
2026-08-19 21:41:06.804167+00:00,12,17,858.62
2026-08-19 21:41:06.804167+00:00,12,21,1375.04
2026-08-19 21:41:06.804167+00:00,12,22,252.04
2026-08-19 21:41:06.804167+00:00,12,24,558.17
2026-08-19 21:41:06.804167+00:00,12,25,642.73
2026-08-19 21:41:06.804167+00:00,12,26,726.22
2026-08-19 21:41:06.804167+00:00,12,27,160.6
